Review,predicted_sentiment,Rate,tokens,filtered_tokens,lemmas
fair,positive,3,['fair'],['fair'],['fair']
worth the money,positive,4,"['worth', 'the', 'money']","['worth', 'money']","['worth', 'money']"
great product,positive,5,"['great', 'product']","['great', 'product']","['great', 'product']"
excellent,positive,5,['excellent'],['excellent'],['excellent']
great product,positive,5,"['great', 'product']","['great', 'product']","['great', 'product']"
highly recommended,positive,5,"['highly', 'recommended']","['highly', 'recommended']","['highly', 'recommended']"
fabulous!,positive,5,"['fabulous', '!']",['fabulous'],['fabulous']
delightful,positive,4,['delightful'],['delightful'],['delightful']
worth every penny,positive,5,"['worth', 'every', 'penny']","['worth', 'every', 'penny']","['worth', 'every', 'penny']"
highly recommended,positive,5,"['highly', 'recommended']","['highly', 'recommended']","['highly', 'recommended']"
highly recommended,positive,5,"['highly', 'recommended']","['highly', 'recommended']","['highly', 'recommended']"
did not meet expectations,negative,1,"['did', 'not', 'meet', 'expectations']","['meet', 'expectations']","['meet', 'expectation']"
worth every penny,neutral,5,"['worth', 'every', 'penny']","['worth', 'every', 'penny']","['worth', 'every', 'penny']"
terrific,positive,5,['terrific'],['terrific'],['terrific']
must buy!,positive,5,"['must', 'buy', '!']","['must', 'buy']","['must', 'buy']"
terrific,positive,5,['terrific'],['terrific'],['terrific']
perfect product!,positive,5,"['perfect', 'product', '!']","['perfect', 'product']","['perfect', 'product']"
waste of money!,neutral,1,"['waste', 'of', 'money', '!']","['waste', 'money']","['waste', 'money']"
excellent,positive,5,['excellent'],['excellent'],['excellent']
very good,positive,4,"['very', 'good']",['good'],['good']
excellent,positive,5,['excellent'],['excellent'],['excellent']
excellent,positive,5,['excellent'],['excellent'],['excellent']
don't waste your money,negative,1,"['do', ""n't"", 'waste', 'your', 'money']","['waste', 'money']","['waste', 'money']"
classy product,positive,5,"['classy', 'product']","['classy', 'product']","['classy', 'product']"
highly recommended,positive,5,"['highly', 'recommended']","['highly', 'recommended']","['highly', 'recommended']"
perfect product!,positive,5,"['perfect', 'product', '!']","['perfect', 'product']","['perfect', 'product']"
brilliant,positive,5,['brilliant'],['brilliant'],['brilliant']
classy product,positive,5,"['classy', 'product']","['classy', 'product']","['classy', 'product']"
super!,positive,5,"['super', '!']",['super'],['super']
classy product,positive,5,"['classy', 'product']","['classy', 'product']","['classy', 'product']"
must buy!,positive,5,"['must', 'buy', '!']","['must', 'buy']","['must', 'buy']"
highly recommended,positive,5,"['highly', 'recommended']","['highly', 'recommended']","['highly', 'recommended']"
great product,positive,5,"['great', 'product']","['great', 'product']","['great', 'product']"
value-for-money,positive,4,['value-for-money'],[],[]
useless product,neutral,1,"['useless', 'product']","['useless', 'product']","['useless', 'product']"
terrific purchase,positive,5,"['terrific', 'purchase']","['terrific', 'purchase']","['terrific', 'purchase']"
fabulous!,positive,5,"['fabulous', '!']",['fabulous'],['fabulous']
mind-blowing purchase,positive,5,"['mind-blowing', 'purchase']",['purchase'],['purchase']
utterly disappointed,negative,1,"['utterly', 'disappointed']","['utterly', 'disappointed']","['utterly', 'disappointed']"
just okay,positive,3,"['just', 'okay']",['okay'],['okay']
best in the market!,positive,5,"['best', 'in', 'the', 'market', '!']","['best', 'market']","['best', 'market']"
absolute rubbish!,positive,1,"['absolute', 'rubbish', '!']","['absolute', 'rubbish']","['absolute', 'rubbish']"
terrific purchase,positive,5,"['terrific', 'purchase']","['terrific', 'purchase']","['terrific', 'purchase']"
mind-blowing purchase,positive,5,"['mind-blowing', 'purchase']",['purchase'],['purchase']
terrific purchase,positive,5,"['terrific', 'purchase']","['terrific', 'purchase']","['terrific', 'purchase']"
just wow!,positive,5,"['just', 'wow', '!']",['wow'],['wow']
just okay,negative,3,"['just', 'okay']",['okay'],['okay']
not recommended at all,negative,1,"['not', 'recommended', 'at', 'all']",['recommended'],['recommended']
useless product,negative,1,"['useless', 'product']","['useless', 'product']","['useless', 'product']"
awesome,positive,5,['awesome'],['awesome'],['awesome']
excellent,positive,5,['excellent'],['excellent'],['excellent']
fabulous!,positive,5,"['fabulous', '!']",['fabulous'],['fabulous']
good choice,positive,4,"['good', 'choice']","['good', 'choice']","['good', 'choice']"
must buy!,positive,5,"['must', 'buy', '!']","['must', 'buy']","['must', 'buy']"
terrific,positive,5,['terrific'],['terrific'],['terrific']
super!,positive,5,"['super', '!']",['super'],['super']
simply awesome,positive,5,"['simply', 'awesome']","['simply', 'awesome']","['simply', 'awesome']"
classy product,positive,5,"['classy', 'product']","['classy', 'product']","['classy', 'product']"
horrible,negative,1,['horrible'],['horrible'],['horrible']
value-for-money,positive,4,['value-for-money'],[],[]
fabulous!,positive,5,"['fabulous', '!']",['fabulous'],['fabulous']
just wow!,positive,5,"['just', 'wow', '!']",['wow'],['wow']
great product,positive,5,"['great', 'product']","['great', 'product']","['great', 'product']"
excellent,positive,5,['excellent'],['excellent'],['excellent']
awesome,positive,5,['awesome'],['awesome'],['awesome']
decent product,positive,3,"['decent', 'product']","['decent', 'product']","['decent', 'product']"
must buy!,positive,5,"['must', 'buy', '!']","['must', 'buy']","['must', 'buy']"
just wow!,positive,5,"['just', 'wow', '!']",['wow'],['wow']
super!,positive,5,"['super', '!']",['super'],['super']
worth every penny,positive,5,"['worth', 'every', 'penny']","['worth', 'every', 'penny']","['worth', 'every', 'penny']"
worth the money,positive,4,"['worth', 'the', 'money']","['worth', 'money']","['worth', 'money']"
terrific purchase,positive,5,"['terrific', 'purchase']","['terrific', 'purchase']","['terrific', 'purchase']"
fair,positive,3,['fair'],['fair'],['fair']
pretty good,positive,4,"['pretty', 'good']","['pretty', 'good']","['pretty', 'good']"
really nice,positive,4,"['really', 'nice']","['really', 'nice']","['really', 'nice']"
simply awesome,positive,5,"['simply', 'awesome']","['simply', 'awesome']","['simply', 'awesome']"
good quality product,positive,4,"['good', 'quality', 'product']","['good', 'quality', 'product']","['good', 'quality', 'product']"
super!,positive,5,"['super', '!']",['super'],['super']
nice product,positive,4,"['nice', 'product']","['nice', 'product']","['nice', 'product']"
decent product,positive,3,"['decent', 'product']","['decent', 'product']","['decent', 'product']"
good,positive,3,['good'],['good'],['good']
wonderful,positive,5,['wonderful'],['wonderful'],['wonderful']
good quality product,positive,4,"['good', 'quality', 'product']","['good', 'quality', 'product']","['good', 'quality', 'product']"
great product,positive,5,"['great', 'product']","['great', 'product']","['great', 'product']"
classy product,positive,5,"['classy', 'product']","['classy', 'product']","['classy', 'product']"
value-for-money,positive,4,['value-for-money'],[],[]
very good,positive,4,"['very', 'good']",['good'],['good']
classy product,positive,5,"['classy', 'product']","['classy', 'product']","['classy', 'product']"
brilliant,positive,5,['brilliant'],['brilliant'],['brilliant']
terrific,positive,5,['terrific'],['terrific'],['terrific']
terrific,positive,5,['terrific'],['terrific'],['terrific']
nice,positive,3,['nice'],['nice'],['nice']
must buy!,positive,5,"['must', 'buy', '!']","['must', 'buy']","['must', 'buy']"
just wow!,positive,5,"['just', 'wow', '!']",['wow'],['wow']
not recommended at all,negative,1,"['not', 'recommended', 'at', 'all']",['recommended'],['recommended']
useless product,negative,1,"['useless', 'product']","['useless', 'product']","['useless', 'product']"
mind-blowing purchase,positive,5,"['mind-blowing', 'purchase']",['purchase'],['purchase']
fair,negative,3,['fair'],['fair'],['fair']
really nice,positive,4,"['really', 'nice']","['really', 'nice']","['really', 'nice']"
absolute rubbish!,positive,1,"['absolute', 'rubbish', '!']","['absolute', 'rubbish']","['absolute', 'rubbish']"
good choice,neutral,4,"['good', 'choice']","['good', 'choice']","['good', 'choice']"
good,negative,3,['good'],['good'],['good']
could be way better,positive,2,"['could', 'be', 'way', 'better']","['could', 'way', 'better']","['could', 'way', 'better']"
just wow!,positive,5,"['just', 'wow', '!']",['wow'],['wow']
good,positive,3,['good'],['good'],['good']
fabulous!,positive,5,"['fabulous', '!']",['fabulous'],['fabulous']
wonderful,positive,5,['wonderful'],['wonderful'],['wonderful']
great product,positive,5,"['great', 'product']","['great', 'product']","['great', 'product']"
worthless,negative,1,['worthless'],['worthless'],['worthless']
fabulous!,neutral,5,"['fabulous', '!']",['fabulous'],['fabulous']
very poor,negative,1,"['very', 'poor']",['poor'],['poor']
don't waste your money,negative,1,"['do', ""n't"", 'waste', 'your', 'money']","['waste', 'money']","['waste', 'money']"
must buy!,positive,5,"['must', 'buy', '!']","['must', 'buy']","['must', 'buy']"
awesome,positive,5,['awesome'],['awesome'],['awesome']
brilliant,positive,5,['brilliant'],['brilliant'],['brilliant']
fabulous!,positive,5,"['fabulous', '!']",['fabulous'],['fabulous']
just wow!,positive,5,"['just', 'wow', '!']",['wow'],['wow']
awesome,positive,5,['awesome'],['awesome'],['awesome']
mind-blowing purchase,positive,5,"['mind-blowing', 'purchase']",['purchase'],['purchase']
super!,positive,5,"['super', '!']",['super'],['super']
super!,positive,5,"['super', '!']",['super'],['super']
terrific purchase,positive,5,"['terrific', 'purchase']","['terrific', 'purchase']","['terrific', 'purchase']"
unsatisfactory,negative,1,['unsatisfactory'],['unsatisfactory'],['unsatisfactory']
brilliant,positive,5,['brilliant'],['brilliant'],['brilliant']
bad quality,neutral,2,"['bad', 'quality']","['bad', 'quality']","['bad', 'quality']"
terrific purchase,positive,5,"['terrific', 'purchase']","['terrific', 'purchase']","['terrific', 'purchase']"
fair,positive,3,['fair'],['fair'],['fair']
delightful,positive,4,['delightful'],['delightful'],['delightful']
worth every penny,positive,5,"['worth', 'every', 'penny']","['worth', 'every', 'penny']","['worth', 'every', 'penny']"
terrible product,negative,1,"['terrible', 'product']","['terrible', 'product']","['terrible', 'product']"
does the job,positive,3,"['does', 'the', 'job']",['job'],['job']
wonderful,positive,4,['wonderful'],['wonderful'],['wonderful']
good quality product,positive,4,"['good', 'quality', 'product']","['good', 'quality', 'product']","['good', 'quality', 'product']"
unsatisfactory,negative,1,['unsatisfactory'],['unsatisfactory'],['unsatisfactory']
brilliant,positive,5,['brilliant'],['brilliant'],['brilliant']
horrible,negative,1,['horrible'],['horrible'],['horrible']
useless product,negative,1,"['useless', 'product']","['useless', 'product']","['useless', 'product']"
worthless,negative,1,['worthless'],['worthless'],['worthless']
best in the market!,positive,5,"['best', 'in', 'the', 'market', '!']","['best', 'market']","['best', 'market']"
nice product,positive,4,"['nice', 'product']","['nice', 'product']","['nice', 'product']"
highly recommended,positive,5,"['highly', 'recommended']","['highly', 'recommended']","['highly', 'recommended']"
must buy!,positive,5,"['must', 'buy', '!']","['must', 'buy']","['must', 'buy']"
don't waste your money,negative,1,"['do', ""n't"", 'waste', 'your', 'money']","['waste', 'money']","['waste', 'money']"
terrible product,negative,1,"['terrible', 'product']","['terrible', 'product']","['terrible', 'product']"
great product,positive,5,"['great', 'product']","['great', 'product']","['great', 'product']"
wonderful,positive,5,['wonderful'],['wonderful'],['wonderful']
classy product,positive,5,"['classy', 'product']","['classy', 'product']","['classy', 'product']"
must buy!,positive,5,"['must', 'buy', '!']","['must', 'buy']","['must', 'buy']"
could be way better,negative,2,"['could', 'be', 'way', 'better']","['could', 'way', 'better']","['could', 'way', 'better']"
utterly disappointed,negative,1,"['utterly', 'disappointed']","['utterly', 'disappointed']","['utterly', 'disappointed']"
classy product,positive,5,"['classy', 'product']","['classy', 'product']","['classy', 'product']"
terrific,positive,5,['terrific'],['terrific'],['terrific']
terrific,positive,5,['terrific'],['terrific'],['terrific']
terrific,positive,5,['terrific'],['terrific'],['terrific']
not recommended at all,negative,1,"['not', 'recommended', 'at', 'all']",['recommended'],['recommended']
terrific purchase,positive,5,"['terrific', 'purchase']","['terrific', 'purchase']","['terrific', 'purchase']"
terrible product,negative,1,"['terrible', 'product']","['terrible', 'product']","['terrible', 'product']"
terrible product,negative,1,"['terrible', 'product']","['terrible', 'product']","['terrible', 'product']"
highly recommended,positive,5,"['highly', 'recommended']","['highly', 'recommended']","['highly', 'recommended']"
not recommended at all,negative,1,"['not', 'recommended', 'at', 'all']",['recommended'],['recommended']
very poor,negative,1,"['very', 'poor']",['poor'],['poor']
worth the money,positive,4,"['worth', 'the', 'money']","['worth', 'money']","['worth', 'money']"
utterly disappointed,negative,1,"['utterly', 'disappointed']","['utterly', 'disappointed']","['utterly', 'disappointed']"
horrible,negative,1,['horrible'],['horrible'],['horrible']
useless product,negative,1,"['useless', 'product']","['useless', 'product']","['useless', 'product']"
classy product,positive,5,"['classy', 'product']","['classy', 'product']","['classy', 'product']"
useless product,negative,1,"['useless', 'product']","['useless', 'product']","['useless', 'product']"
pretty good,positive,4,"['pretty', 'good']","['pretty', 'good']","['pretty', 'good']"
waste of money!,negative,1,"['waste', 'of', 'money', '!']","['waste', 'money']","['waste', 'money']"
don't waste your money,positive,1,"['do', ""n't"", 'waste', 'your', 'money']","['waste', 'money']","['waste', 'money']"
perfect product!,negative,5,"['perfect', 'product', '!']","['perfect', 'product']","['perfect', 'product']"
excellent,positive,5,['excellent'],['excellent'],['excellent']
highly recommended,positive,5,"['highly', 'recommended']","['highly', 'recommended']","['highly', 'recommended']"
worst experience ever!,negative,1,"['worst', 'experience', 'ever', '!']","['worst', 'experience', 'ever']","['worst', 'experience', 'ever']"
unsatisfactory,negative,1,['unsatisfactory'],['unsatisfactory'],['unsatisfactory']
don't waste your money,negative,1,"['do', ""n't"", 'waste', 'your', 'money']","['waste', 'money']","['waste', 'money']"
not recommended at all,negative,1,"['not', 'recommended', 'at', 'all']",['recommended'],['recommended']
moderate,neutral,2,['moderate'],['moderate'],['moderate']
utterly disappointed,negative,1,"['utterly', 'disappointed']","['utterly', 'disappointed']","['utterly', 'disappointed']"
mind-blowing purchase,positive,5,"['mind-blowing', 'purchase']",['purchase'],['purchase']
worthless,negative,1,['worthless'],['worthless'],['worthless']
worth every penny,positive,5,"['worth', 'every', 'penny']","['worth', 'every', 'penny']","['worth', 'every', 'penny']"
great product,positive,5,"['great', 'product']","['great', 'product']","['great', 'product']"
terrific,positive,5,['terrific'],['terrific'],['terrific']
super!,positive,5,"['super', '!']",['super'],['super']
very poor,negative,1,"['very', 'poor']",['poor'],['poor']
perfect product!,positive,5,"['perfect', 'product', '!']","['perfect', 'product']","['perfect', 'product']"
nice product,positive,3,"['nice', 'product']","['nice', 'product']","['nice', 'product']"
terrific,positive,5,['terrific'],['terrific'],['terrific']
unsatisfactory,negative,1,['unsatisfactory'],['unsatisfactory'],['unsatisfactory']
not good,neutral,2,"['not', 'good']",['good'],['good']
super!,positive,5,"['super', '!']",['super'],['super']
absolute rubbish!,neutral,1,"['absolute', 'rubbish', '!']","['absolute', 'rubbish']","['absolute', 'rubbish']"
don't waste your money,negative,1,"['do', ""n't"", 'waste', 'your', 'money']","['waste', 'money']","['waste', 'money']"
nice,positive,3,['nice'],['nice'],['nice']
nice,positive,3,['nice'],['nice'],['nice']
absolute rubbish!,negative,1,"['absolute', 'rubbish', '!']","['absolute', 'rubbish']","['absolute', 'rubbish']"
terrible product,negative,1,"['terrible', 'product']","['terrible', 'product']","['terrible', 'product']"
must buy!,positive,5,"['must', 'buy', '!']","['must', 'buy']","['must', 'buy']"
just okay,negative,3,"['just', 'okay']",['okay'],['okay']
awesome,positive,5,['awesome'],['awesome'],['awesome']
super!,positive,5,"['super', '!']",['super'],['super']
horrible,negative,1,['horrible'],['horrible'],['horrible']
brilliant,positive,5,['brilliant'],['brilliant'],['brilliant']
highly recommended,positive,5,"['highly', 'recommended']","['highly', 'recommended']","['highly', 'recommended']"
wonderful,positive,4,['wonderful'],['wonderful'],['wonderful']
does the job,positive,3,"['does', 'the', 'job']",['job'],['job']
slightly disappointed,neutral,2,"['slightly', 'disappointed']","['slightly', 'disappointed']","['slightly', 'disappointed']"
useless product,negative,1,"['useless', 'product']","['useless', 'product']","['useless', 'product']"
worst experience ever!,negative,1,"['worst', 'experience', 'ever', '!']","['worst', 'experience', 'ever']","['worst', 'experience', 'ever']"
nice product,positive,4,"['nice', 'product']","['nice', 'product']","['nice', 'product']"
wonderful,positive,5,['wonderful'],['wonderful'],['wonderful']
does the job,positive,3,"['does', 'the', 'job']",['job'],['job']
just okay,positive,3,"['just', 'okay']",['okay'],['okay']
unsatisfactory,positive,1,['unsatisfactory'],['unsatisfactory'],['unsatisfactory']
fabulous!,positive,5,"['fabulous', '!']",['fabulous'],['fabulous']
utterly disappointed,positive,1,"['utterly', 'disappointed']","['utterly', 'disappointed']","['utterly', 'disappointed']"
good quality product,positive,4,"['good', 'quality', 'product']","['good', 'quality', 'product']","['good', 'quality', 'product']"
best in the market!,positive,5,"['best', 'in', 'the', 'market', '!']","['best', 'market']","['best', 'market']"
fabulous!,positive,5,"['fabulous', '!']",['fabulous'],['fabulous']
very good,positive,4,"['very', 'good']",['good'],['good']
terrible product,negative,1,"['terrible', 'product']","['terrible', 'product']","['terrible', 'product']"
good,positive,3,['good'],['good'],['good']
worst experience ever!,negative,1,"['worst', 'experience', 'ever', '!']","['worst', 'experience', 'ever']","['worst', 'experience', 'ever']"
classy product,positive,5,"['classy', 'product']","['classy', 'product']","['classy', 'product']"
terrific,positive,5,['terrific'],['terrific'],['terrific']
just okay,positive,3,"['just', 'okay']",['okay'],['okay']
decent product,positive,3,"['decent', 'product']","['decent', 'product']","['decent', 'product']"
expected a better product,negative,2,"['expected', 'a', 'better', 'product']","['expected', 'better', 'product']","['expected', 'better', 'product']"
good,positive,3,['good'],['good'],['good']
absolute rubbish!,negative,1,"['absolute', 'rubbish', '!']","['absolute', 'rubbish']","['absolute', 'rubbish']"
fair,positive,3,['fair'],['fair'],['fair']
terrible product,negative,1,"['terrible', 'product']","['terrible', 'product']","['terrible', 'product']"
fair,positive,3,['fair'],['fair'],['fair']
nice,positive,3,['nice'],['nice'],['nice']
decent product,neutral,3,"['decent', 'product']","['decent', 'product']","['decent', 'product']"
absolute rubbish!,negative,1,"['absolute', 'rubbish', '!']","['absolute', 'rubbish']","['absolute', 'rubbish']"
just wow!,positive,5,"['just', 'wow', '!']",['wow'],['wow']
hated it!,negative,1,"['hated', 'it', '!']",['hated'],['hated']
pretty good,positive,4,"['pretty', 'good']","['pretty', 'good']","['pretty', 'good']"
nice product,positive,4,"['nice', 'product']","['nice', 'product']","['nice', 'product']"
simply awesome,positive,5,"['simply', 'awesome']","['simply', 'awesome']","['simply', 'awesome']"
great product,positive,5,"['great', 'product']","['great', 'product']","['great', 'product']"
worth every penny,positive,5,"['worth', 'every', 'penny']","['worth', 'every', 'penny']","['worth', 'every', 'penny']"
best in the market!,positive,5,"['best', 'in', 'the', 'market', '!']","['best', 'market']","['best', 'market']"
great product,positive,5,"['great', 'product']","['great', 'product']","['great', 'product']"
good,negative,3,['good'],['good'],['good']
simply awesome,positive,5,"['simply', 'awesome']","['simply', 'awesome']","['simply', 'awesome']"
highly recommended,positive,5,"['highly', 'recommended']","['highly', 'recommended']","['highly', 'recommended']"
absolute rubbish!,negative,1,"['absolute', 'rubbish', '!']","['absolute', 'rubbish']","['absolute', 'rubbish']"
just wow!,positive,5,"['just', 'wow', '!']",['wow'],['wow']
worst experience ever!,negative,1,"['worst', 'experience', 'ever', '!']","['worst', 'experience', 'ever']","['worst', 'experience', 'ever']"
highly recommended,positive,5,"['highly', 'recommended']","['highly', 'recommended']","['highly', 'recommended']"
excellent,positive,5,['excellent'],['excellent'],['excellent']
worthless,negative,1,['worthless'],['worthless'],['worthless']
utterly disappointed,negative,1,"['utterly', 'disappointed']","['utterly', 'disappointed']","['utterly', 'disappointed']"
worst experience ever!,negative,1,"['worst', 'experience', 'ever', '!']","['worst', 'experience', 'ever']","['worst', 'experience', 'ever']"
did not meet expectations,negative,1,"['did', 'not', 'meet', 'expectations']","['meet', 'expectations']","['meet', 'expectation']"
good quality product,positive,4,"['good', 'quality', 'product']","['good', 'quality', 'product']","['good', 'quality', 'product']"
absolute rubbish!,negative,1,"['absolute', 'rubbish', '!']","['absolute', 'rubbish']","['absolute', 'rubbish']"
simply awesome,positive,5,"['simply', 'awesome']","['simply', 'awesome']","['simply', 'awesome']"
did not meet expectations,negative,1,"['did', 'not', 'meet', 'expectations']","['meet', 'expectations']","['meet', 'expectation']"
perfect product!,positive,5,"['perfect', 'product', '!']","['perfect', 'product']","['perfect', 'product']"
nice,neutral,3,['nice'],['nice'],['nice']
fair,negative,3,['fair'],['fair'],['fair']
useless product,neutral,1,"['useless', 'product']","['useless', 'product']","['useless', 'product']"
does the job,positive,3,"['does', 'the', 'job']",['job'],['job']
fabulous!,positive,5,"['fabulous', '!']",['fabulous'],['fabulous']
just wow!,positive,5,"['just', 'wow', '!']",['wow'],['wow']
unsatisfactory,negative,1,['unsatisfactory'],['unsatisfactory'],['unsatisfactory']
horrible,neutral,1,['horrible'],['horrible'],['horrible']
horrible,negative,1,['horrible'],['horrible'],['horrible']
classy product,positive,5,"['classy', 'product']","['classy', 'product']","['classy', 'product']"
nice,positive,3,['nice'],['nice'],['nice']
does the job,positive,3,"['does', 'the', 'job']",['job'],['job']
did not meet expectations,negative,1,"['did', 'not', 'meet', 'expectations']","['meet', 'expectations']","['meet', 'expectation']"
could be way better,negative,2,"['could', 'be', 'way', 'better']","['could', 'way', 'better']","['could', 'way', 'better']"
fabulous!,positive,5,"['fabulous', '!']",['fabulous'],['fabulous']
must buy!,positive,5,"['must', 'buy', '!']","['must', 'buy']","['must', 'buy']"
super!,positive,5,"['super', '!']",['super'],['super']
delightful,positive,4,['delightful'],['delightful'],['delightful']
did not meet expectations,negative,1,"['did', 'not', 'meet', 'expectations']","['meet', 'expectations']","['meet', 'expectation']"
great product,positive,5,"['great', 'product']","['great', 'product']","['great', 'product']"
just okay,negative,3,"['just', 'okay']",['okay'],['okay']
waste of money!,neutral,1,"['waste', 'of', 'money', '!']","['waste', 'money']","['waste', 'money']"
worst experience ever!,negative,1,"['worst', 'experience', 'ever', '!']","['worst', 'experience', 'ever']","['worst', 'experience', 'ever']"
mind-blowing purchase,positive,5,"['mind-blowing', 'purchase']",['purchase'],['purchase']
brilliant,positive,5,['brilliant'],['brilliant'],['brilliant']
wonderful,positive,4,['wonderful'],['wonderful'],['wonderful']
fabulous!,positive,5,"['fabulous', '!']",['fabulous'],['fabulous']
good choice,positive,4,"['good', 'choice']","['good', 'choice']","['good', 'choice']"
super!,positive,5,"['super', '!']",['super'],['super']
good choice,positive,4,"['good', 'choice']","['good', 'choice']","['good', 'choice']"
classy product,positive,5,"['classy', 'product']","['classy', 'product']","['classy', 'product']"
terrific purchase,positive,5,"['terrific', 'purchase']","['terrific', 'purchase']","['terrific', 'purchase']"
utterly disappointed,negative,1,"['utterly', 'disappointed']","['utterly', 'disappointed']","['utterly', 'disappointed']"
must buy!,positive,5,"['must', 'buy', '!']","['must', 'buy']","['must', 'buy']"
don't waste your money,negative,1,"['do', ""n't"", 'waste', 'your', 'money']","['waste', 'money']","['waste', 'money']"
worst experience ever!,negative,1,"['worst', 'experience', 'ever', '!']","['worst', 'experience', 'ever']","['worst', 'experience', 'ever']"
highly recommended,positive,5,"['highly', 'recommended']","['highly', 'recommended']","['highly', 'recommended']"
waste of money!,negative,1,"['waste', 'of', 'money', '!']","['waste', 'money']","['waste', 'money']"
don't waste your money,negative,1,"['do', ""n't"", 'waste', 'your', 'money']","['waste', 'money']","['waste', 'money']"
worst experience ever!,negative,1,"['worst', 'experience', 'ever', '!']","['worst', 'experience', 'ever']","['worst', 'experience', 'ever']"
bad quality,negative,2,"['bad', 'quality']","['bad', 'quality']","['bad', 'quality']"
wonderful,positive,5,['wonderful'],['wonderful'],['wonderful']
terrific purchase,positive,5,"['terrific', 'purchase']","['terrific', 'purchase']","['terrific', 'purchase']"
good,positive,3,['good'],['good'],['good']
terrible product,negative,1,"['terrible', 'product']","['terrible', 'product']","['terrible', 'product']"
super!,positive,5,"['super', '!']",['super'],['super']
wonderful,positive,5,['wonderful'],['wonderful'],['wonderful']
good,positive,3,['good'],['good'],['good']
nice product,positive,4,"['nice', 'product']","['nice', 'product']","['nice', 'product']"
terrific purchase,positive,5,"['terrific', 'purchase']","['terrific', 'purchase']","['terrific', 'purchase']"
great product,positive,5,"['great', 'product']","['great', 'product']","['great', 'product']"
just wow!,positive,5,"['just', 'wow', '!']",['wow'],['wow']
excellent,positive,5,['excellent'],['excellent'],['excellent']
classy product,positive,5,"['classy', 'product']","['classy', 'product']","['classy', 'product']"
worth every penny,positive,5,"['worth', 'every', 'penny']","['worth', 'every', 'penny']","['worth', 'every', 'penny']"
mind-blowing purchase,positive,5,"['mind-blowing', 'purchase']",['purchase'],['purchase']
brilliant,positive,5,['brilliant'],['brilliant'],['brilliant']
great product,positive,5,"['great', 'product']","['great', 'product']","['great', 'product']"
value-for-money,positive,4,['value-for-money'],[],[]
mind-blowing purchase,positive,5,"['mind-blowing', 'purchase']",['purchase'],['purchase']
hated it!,negative,1,"['hated', 'it', '!']",['hated'],['hated']
classy product,positive,5,"['classy', 'product']","['classy', 'product']","['classy', 'product']"
good choice,positive,4,"['good', 'choice']","['good', 'choice']","['good', 'choice']"
terrific purchase,positive,5,"['terrific', 'purchase']","['terrific', 'purchase']","['terrific', 'purchase']"
did not meet expectations,negative,1,"['did', 'not', 'meet', 'expectations']","['meet', 'expectations']","['meet', 'expectation']"
don't waste your money,negative,1,"['do', ""n't"", 'waste', 'your', 'money']","['waste', 'money']","['waste', 'money']"
unsatisfactory,negative,1,['unsatisfactory'],['unsatisfactory'],['unsatisfactory']
best in the market!,positive,5,"['best', 'in', 'the', 'market', '!']","['best', 'market']","['best', 'market']"
nice,positive,3,['nice'],['nice'],['nice']
moderate,negative,2,['moderate'],['moderate'],['moderate']
really nice,positive,5,"['really', 'nice']","['really', 'nice']","['really', 'nice']"
pretty good,positive,4,"['pretty', 'good']","['pretty', 'good']","['pretty', 'good']"
bad quality,negative,2,"['bad', 'quality']","['bad', 'quality']","['bad', 'quality']"
perfect product!,positive,5,"['perfect', 'product', '!']","['perfect', 'product']","['perfect', 'product']"
value for money,positive,5,"['value', 'for', 'money']","['value', 'money']","['value', 'money']"
fabulous!,positive,5,"['fabulous', '!']",['fabulous'],['fabulous']
does the job,positive,3,"['does', 'the', 'job']",['job'],['job']
awesome,positive,5,['awesome'],['awesome'],['awesome']
best in the market!,positive,5,"['best', 'in', 'the', 'market', '!']","['best', 'market']","['best', 'market']"
terrific,positive,5,['terrific'],['terrific'],['terrific']
value-for-money,positive,4,['value-for-money'],[],[]
wonderful,positive,5,['wonderful'],['wonderful'],['wonderful']
wonderful,positive,5,['wonderful'],['wonderful'],['wonderful']
good quality product,positive,4,"['good', 'quality', 'product']","['good', 'quality', 'product']","['good', 'quality', 'product']"
terrific,positive,5,['terrific'],['terrific'],['terrific']
must buy!,positive,5,"['must', 'buy', '!']","['must', 'buy']","['must', 'buy']"
nice product,neutral,4,"['nice', 'product']","['nice', 'product']","['nice', 'product']"
highly recommended,positive,5,"['highly', 'recommended']","['highly', 'recommended']","['highly', 'recommended']"
great product,positive,5,"['great', 'product']","['great', 'product']","['great', 'product']"
does the job,positive,3,"['does', 'the', 'job']",['job'],['job']
great product,positive,5,"['great', 'product']","['great', 'product']","['great', 'product']"
not good,neutral,2,"['not', 'good']",['good'],['good']
fabulous!,positive,5,"['fabulous', '!']",['fabulous'],['fabulous']
terrific purchase,positive,5,"['terrific', 'purchase']","['terrific', 'purchase']","['terrific', 'purchase']"
good quality product,positive,4,"['good', 'quality', 'product']","['good', 'quality', 'product']","['good', 'quality', 'product']"
brilliant,positive,5,['brilliant'],['brilliant'],['brilliant']
value-for-money,positive,4,['value-for-money'],[],[]
just wow!,positive,5,"['just', 'wow', '!']",['wow'],['wow']
mind-blowing purchase,positive,5,"['mind-blowing', 'purchase']",['purchase'],['purchase']
good quality product,positive,4,"['good', 'quality', 'product']","['good', 'quality', 'product']","['good', 'quality', 'product']"
fair,neutral,3,['fair'],['fair'],['fair']
